,gpus-per-task,ntasks-per-code,memory,exclusive,gpu_type,time,gpus,cores-per-socket,cpus-per-task,nodes,gpus-per-node,tasks,mem-per-gpu,gres-flags,mem-per-cpu,ntasks-per-socket,sockets-per-node,gres,ntasks-per-node,cpus-per-gpu,application
mwyau/PyStormTracker/scripts/run_cesm_yellowstone.sh,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpirun
ksahlin/isONcorrect/evaluation/submit_main_snakemake.sh,0.0,0.0,0.0,0.0,0.0,1209600.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,snakemake
hpc-uk/archer-benchmarks/synth/IMB/run/Peta4-Skylake/submit_IMB.slurm,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,4.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpirun
hpc-uk/archer-benchmarks/apps/GROMACS/1400k-atoms/profiles/run/gromacs_archer.sh,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/1400k-atoms/profiles/run/gromacs_cirrus.sh,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/1400k-atoms/run/AMD_Naples/job_gromacs.slurm,0.0,0.0,0.0,1.0,0.0,43200.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/1400k-atoms/run/CSD3-Skylake/submit.slurm,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/1400k-atoms/run/CSD3-GPU/submit_gpu.slurm,0.0,0.0,0.0,0.0,0.0,10800.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/1400k-atoms/run/Tesseract/submit.pbs,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Athena/nc2-cubic-md_8nodes_201709271022.log,0.0,0.0,0.0,0.0,0.0,10800.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_135nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_180nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_8nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_4nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_187nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_16nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_270nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_70nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/archer-benchmarks/apps/GROMACS/large/results/Cirrus_confout/GromacsBench_35nodes_cirrus.log,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
hpc-uk/build-instructions/apps/CP2K/ARCHER2-CP2K-2023.1/submit.ll,0.0,0.0,0.0,0.0,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cp2k
hpc-uk/build-instructions/apps/CP2K/ARCHER2-CP2K-2023.2/submit.ll,0.0,0.0,0.0,0.0,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cp2k
evaldsurtans/keras-rl-flappy-bird/hpc_tf.sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
kali-allison/SCycle/tests/memoryLeak/runMazama.sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpirun
rosalindfranklininstitute/container-jax/examples/baskerville/build-wheels/job.sh,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,singularity
rosalindfranklininstitute/baskerville/example/job.sh,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mpirun
biswesh456/LLM-Grounding-Study/code/Llama/finetune_script,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pytorch
biswesh456/LLM-Grounding-Study/code/Llama/infer_pplx_script,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pytorch
biswesh456/LLM-Grounding-Study/code/Llama/infer_embed_script,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,torchrun
pascualgroup/stochastic-crispr-coevo/data-analysis/extinctions/job.sbatch,0.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,julia
mattwthompson/nagl/examples/submit-am1-prod.sh,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
mattwthompson/nagl/examples/submit-am1-hparams.sh,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lmod
imartinezl/phm-challenge/abacus2.sl,0.0,0.0,0.0,0.0,0.0,1209600.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
imartinezl/phm-challenge/abacus1_array.sl,0.0,0.0,0.0,0.0,0.0,1209600.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lammps
devidduma/BasicSIM/HPC/hpcScript.sh,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matlab
ozturkosu/MiniMD_NT/job.qsub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lammps
ozturkosu/sc19-dl-tutorial/scripts/cifar_cnn.sh,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tensorflow
ozturkosu/sc19-dl-tutorial/scripts/mnist_lenet5.sh,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tensorflow
ozturkosu/sc19-dl-tutorial/scripts/hpo_sin_random.sh,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
ozturkosu/sc19-dl-tutorial/scripts/cifar_resnet.sh,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tensorflow
ozturkosu/sc19-dl-tutorial/scripts/hpo_sin_grid.sh,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
SpencerL33/TAL-BodyCam/InternVideo/Downstream/Temporal-Action-Localization/BWC_run.sh,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,python
SpencerL33/TAL-BodyCam/InternVideo/Downstream/Temporal-Action-Localization/libs/utils/sbatch_setup.sh,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,python
buggyyang/CDC_compression/xparam/train.sh,0.0,0.0,0.0,0.0,0.0,604800.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
monogenics/manifold-flow/experiments/cluster/train_pie_celeba.sh,0.0,0.0,0.0,0.0,0.0,604800.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
simonpokorny/MotionFlowFramework/motion_supervision/run_train.sh,0.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,python
simonpokorny/MotionFlowFramework/motion_supervision/tools/conneting_objects.sh,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,python
simonpokorny/MotionFlowFramework/motion_supervision/tools/prior_gen.sh,0.0,0.0,0.0,0.0,0.0,259200.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,python
simonpokorny/MotionFlowFramework/motion_supervision/tools/train_fastflow.sh,0.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,python
simonpokorny/MotionFlowFramework/datasets/tools/simu_livox.sh,0.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,python
simonpokorny/MotionFlowFramework/datasets/tools/unpack_waymo.sh,0.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,python
simonpokorny/MotionFlowFramework/datasets/tools/unpack_argoverse.sh,0.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,python
cehbrecht/climatereconstructionAI/start.sh,0.0,0.0,0.0,0.0,0.0,6900.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
jirikraus/scripts/GROMACS/run_gromacs.sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gromacs
ClarkResearchGroup/stem-learning/code/cycle_gan/misc/sto_gr/stogr_job.slurm,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,singularity
roblatham00/mochi-tests/perf-regression/cooley/mobject-regression.qsub,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ior
roblatham00/mochi-tests/perf-regression/cooley/bake-regression.qsub,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cobalt
roblatham00/mochi-tests/perf-regression/theta/mobject-regression.qsub,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ior
by-student-2017/lammps_education_reaxff_win/gcmc/ReaxFF-GCMC/2_hybrid_MD_GCMC/reax.slurm,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lammps
ninamiolane/vaetree/slac_run_pipeline.bat,0.0,0.0,0.0,0.0,0.0,4320.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,singularity
ninamiolane/vaetree/ray_slac_run_pipeline.bat,0.0,0.0,0.0,0.0,0.0,4320.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ray
DavidTadres/snake_brainsss/workflow/dev/compare_4D_brains.sh,0.0,0.0,0.0,0.0,0.0,345600.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
pkestene/euler_kokkos/settings/submit/submit_ouessant_gpu.sh,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpirun
pkestene/patc_kokkos/code/exercises/mpi_kokkos/submit_ouessant_gpu.sh,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpi
pkestene/cerfacs-training-kokkos/exercises/miniapp/fisher/petsc/job.kraken,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,petsc
pkestene/ppkMHD/settings/submit/submit_ouessant_gpu.sh,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpirun
CosmoLike/WFIRST_forecasts/run_mpi_WFIRST_clusterN_nosys.sh,0.0,0.0,0.0,0.0,0.0,72000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpi
CosmoLike/WFIRST_forecasts/run_mpi_WFIRST_3x2pt_nosys_opti.sh,0.0,0.0,0.0,0.0,0.0,54000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
CosmoLike/WFIRST_forecasts/run_mpi_WFIRST_3x2pt_sys_pessi_MG.sh,0.0,0.0,0.0,0.0,0.0,54000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpi
CosmoLike/WFIRST_forecasts/old/run_mpi_ocelote.sh,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
CosmoLike/WFIRST_forecasts/old/run_mpi_ocelote_sys.sh,0.0,0.0,0.0,0.0,0.0,108000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
niblunc/BreakfastClub/data_prep/untitled.txt,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,fmriprep
niblunc/bromocriptine/code/fmriprep/fmriprep_linear.job,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,fmriprep
CERIT-SC/k8shpc/pbsproxy/run-qsub-gpu.sh.tmpl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,singularity
tpeterka/decaf/examples/direct/LINEAR_2NODES_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
tpeterka/cian2/io/IO_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
tpeterka/cian2/coupling/COUPLING_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
tpeterka/cian2/communication/merge/MERGE_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
tpeterka/cian2/communication/alltoall/ALLTOALL_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpi
tpeterka/cian2/communication/swap/SWAP_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpi
tpeterka/cian2/communication/neighbor/NEIGHBOR_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpi
tpeterka/cian2/communication/swap_vs_alltoallv/SWAP_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
tpeterka/cian2/communication/sort/SORT_TEST,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpiexec
uiucsn/elasticc_classifier_kostya/extract_features_split.sbatch,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,python
uiucsn/elasticc_classifier_kostya/extract_features.sbatch,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,python
F9393/Interaction-Classification-with-Key-Actor-Detection-in-Videos/scripts/train_slurm.sh,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,pytorch
hzhangolemiss/MD_bench/slurm_template/dell5760/GPU/job_dell5760.slurm,0.0,1.0,0.0,0.0,0.0,2592000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,lammps
hzhangolemiss/MD_bench/slurm_template/dell5760/CPU/job_dell5760.slurm,0.0,1.0,0.0,0.0,0.0,2592000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,lammps
hzhangolemiss/MD_bench/slurm_template/dellws/GPU/job_dellws.slurm,0.0,1.0,0.0,0.0,0.0,2592000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,lammps
hzhangolemiss/MD_bench/slurm_template/dellws/CPU/job_dellws.slurm,0.0,1.0,0.0,0.0,0.0,2592000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,52.0,0.0,lammps
hzhangolemiss/MD_bench/slurm_template/node03/GPU/job_node03.slurm,0.0,1.0,0.0,0.0,0.0,2592000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,lammps
hzhangolemiss/MD_bench/slurm_template/node03/CPU/job_node03.slurm,0.0,1.0,0.0,0.0,0.0,2592000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,32.0,0.0,lammps
hzhangolemiss/MD_bench/slurm_template/node01or04/GPU/job_node01or04.slurm,0.0,1.0,0.0,0.0,0.0,2592000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,lammps
hzhangolemiss/MD_bench/slurm_template/node01or04/CPU/job_node01or04.slurm,0.0,1.0,0.0,0.0,0.0,2592000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,lammps
lacerbi/visvest-causinf/scripts/fitdata.sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matlab
thoughtworks/epirust/infra/submit_epirust_aws_mpi.sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,mpi
NWChemEx/TAMM/support/jobscripts/job_script_alcf_polaris.pbs,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lammps
NWChemEx/TAMM/support/jobscripts/aurora/job_script_alcf_aurora.pbs,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mpi
NWChemEx/NWX_TA/HUb_1UBQ/nwc_pweg/NERSC_Edison_dgrtl_000048,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,nwchem
NWChemEx/NWX_TA/NESAP/jobscripts/Cori_uracil_6-31Gs_001.sh,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,nwchem
nnhjy/OffPlatfEner/Scripts/Euler%20ETHz/run_SpineOpt.sh,0.0,0.0,0.0,0.0,0.0,172800.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,julia
integratecology/anteaters/run_anteater_rsf_v3.sh,0.0,0.0,0.0,0.0,0.0,345600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
integratecology/anteaters/run_anteater_rsfs_day.sh,0.0,0.0,0.0,0.0,0.0,345600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
integratecology/anteaters/run_anteater_rsf_v2.sh,0.0,0.0,0.0,0.0,0.0,43200.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
integratecology/anteaters/run_anteater_rsf_v1.sh,0.0,0.0,0.0,0.0,0.0,345600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
integratecology/anteaters/run_anteater_speeds.sh,0.0,0.0,0.0,0.0,0.0,345600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
integratecology/anteaters/run_anteater_rsf_final.sh,0.0,0.0,0.0,0.0,0.0,345600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
integratecology/rsf_akdes/run_cv_ce_tapir.sh,0.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
vin-huang/dbcsr/.ci/daint.cscs.ch/gnu.build.sh,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,lammps
vin-huang/dbcsr/.ci/daint.cscs.ch/intel.build.sh,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,cmake
filippovisconti/dphpc-project/auth/scripts/leaks.sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,valgrind
CBC-UCONN/Structural-Annotation/scripts/05_EASEL/easel.sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nextflow
ffaisal93/geoloc_lm/lang_identity.slurm,0.0,0.0,0.0,0.0,0.0,87055.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
ffaisal93/geoloc_lm/entity_linking/slurm_scripts/geoloc_dg.slurm,0.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,python
SpRegTiling/sparse-register-tiling/tools/clusters/exp_niagara.sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sbatch
